case:concept:name,concept:name,time:timestamp,org:resource,lifecycle:transition,case:applicant_segment,case:channel,case:loan_amount_band,case:loan_purpose,case:region,cost:amount
case_0436,Underwriting,2025-01-09 11:29:19.024352-05:00,Hiroshi Tanaka,complete,first_time_buyer,branch,250k_500k,refinance,midwest,142.8
case_0436,Declined,2025-01-17 09:00:00-05:00,,complete,first_time_buyer,branch,250k_500k,refinance,midwest,0.0
case_0437,Application Submitted,2025-01-02 09:00:00-05:00,,complete,investor,online,250k_500k,purchase,northeast,0.0
case_0437,Credit Check,2025-01-03 09:00:00-05:00,,complete,investor,online,250k_500k,purchase,northeast,0.0
case_0437,Document Collection,2025-01-06 09:00:00-05:00,Priya Nair,complete,investor,online,250k_500k,purchase,northeast,109.65
case_0437,Initial Review,2025-01-09 09:00:00-05:00,Sofia Romano,complete,investor,online,250k_500k,purchase,northeast,20.64
case_0437,Underwriting,2025-01-13 09:00:00-05:00,Rachel Greene,complete,investor,online,250k_500k,purchase,northeast,108.12
case_0437,Request Additional Documents,2025-01-21 09:00:00-05:00,,complete,investor,online,250k_500k,purchase,northeast,0.0
case_0437,Documents Received,2025-01-24 09:00:00-05:00,,complete,investor,online,250k_500k,purchase,northeast,0.0
case_0437,Underwriting,2025-02-03 09:00:00-05:00,Hiroshi Tanaka,complete,investor,online,250k_500k,purchase,northeast,67.69
case_0437,Property Appraisal,2025-02-11 09:00:00-05:00,Aisha Khan,complete,investor,online,250k_500k,purchase,northeast,115.95
case_0437,Conditional Approval,2025-02-13 09:00:00-05:00,,complete,investor,online,250k_500k,purchase,northeast,0.0
case_0437,Clear to Close,2025-02-13 14:04:25.819376-05:00,Daniel Osei,complete,investor,online,250k_500k,purchase,northeast,134.51
case_0437,Loan Funded,2025-02-14 12:30:56.889035-05:00,,complete,investor,online,250k_500k,purchase,northeast,0.0
case_0438,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,online,500k_750k,purchase,midwest,0.0
case_0438,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,online,500k_750k,purchase,midwest,0.0
case_0438,Document Collection,2025-01-06 09:00:00-05:00,Priya Nair,complete,first_time_buyer,online,500k_750k,purchase,midwest,96.67
case_0438,Initial Review,2025-01-08 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,online,500k_750k,purchase,midwest,112.35
case_0438,Underwriting,2025-01-13 09:00:00-05:00,Lena Kowalski,complete,first_time_buyer,online,500k_750k,purchase,midwest,197.08
case_0438,Property Appraisal,2025-01-21 09:00:00-05:00,Aisha Khan,complete,first_time_buyer,online,500k_750k,purchase,midwest,47.34
case_0438,Conditional Approval,2025-01-23 13:12:02.896034-05:00,,complete,first_time_buyer,online,500k_750k,purchase,midwest,0.0
case_0438,Clear to Close,2025-01-23 14:37:18.482697-05:00,Daniel Osei,complete,first_time_buyer,online,500k_750k,purchase,midwest,55.35
case_0438,Loan Funded,2025-01-27 09:00:00-05:00,,complete,first_time_buyer,online,500k_750k,purchase,midwest,0.0
case_0439,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,branch,250k_500k,purchase,west,0.0
case_0439,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,branch,250k_500k,purchase,west,0.0
case_0439,Document Collection,2025-01-06 09:00:00-05:00,Priya Nair,complete,repeat_buyer,branch,250k_500k,purchase,west,88.94
case_0439,Initial Review,2025-01-08 10:47:05.178945-05:00,Marcus Bell,complete,repeat_buyer,branch,250k_500k,purchase,west,181.48
case_0439,Underwriting,2025-01-10 09:00:00-05:00,Rachel Greene,complete,repeat_buyer,branch,250k_500k,purchase,west,85.73
case_0439,Property Appraisal,2025-01-21 09:00:00-05:00,Aisha Khan,complete,repeat_buyer,branch,250k_500k,purchase,west,176.09
case_0439,Conditional Approval,2025-01-30 09:00:00-05:00,,complete,repeat_buyer,branch,250k_500k,purchase,west,0.0
case_0439,Clear to Close,2025-01-30 14:59:19.439015-05:00,Daniel Osei,complete,repeat_buyer,branch,250k_500k,purchase,west,189.46
case_0439,Loan Funded,2025-02-03 09:00:00-05:00,,complete,repeat_buyer,branch,250k_500k,purchase,west,0.0
case_0440,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,0.0
case_0440,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,0.0
case_0440,Document Collection,2025-01-03 12:31:31.106177-05:00,Priya Nair,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,192.94
case_0440,Initial Review,2025-01-06 12:11:16.796899-05:00,Sofia Romano,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,153.38
case_0440,Underwriting,2025-01-09 10:50:50.782773-05:00,Rachel Greene,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,56.56
case_0440,Request Additional Documents,2025-01-13 09:00:00-05:00,,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,0.0
case_0440,Documents Received,2025-01-17 16:59:55.072736-05:00,,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,0.0
case_0440,Underwriting,2025-01-22 09:00:00-05:00,Lena Kowalski,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,81.16
case_0440,Property Appraisal,2025-01-29 09:00:00-05:00,Aisha Khan,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,113.9
case_0440,Conditional Approval,2025-02-06 09:00:00-05:00,,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,0.0
case_0440,Clear to Close,2025-02-06 13:08:34.909842-05:00,Rachel Greene,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,174.55
case_0440,Loan Funded,2025-02-07 12:43:04.724776-05:00,,complete,first_time_buyer,online,500k_750k,cash_out_refinance,west,0.0
case_0441,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,midwest,0.0
case_0441,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,midwest,0.0
case_0441,Document Collection,2025-01-03 11:54:05.806918-05:00,Sofia Romano,complete,repeat_buyer,online,250k_500k,purchase,midwest,102.07
case_0441,Initial Review,2025-01-07 09:00:00-05:00,Priya Nair,complete,repeat_buyer,online,250k_500k,purchase,midwest,167.71
case_0441,Underwriting,2025-01-08 09:00:00-05:00,Rachel Greene,complete,repeat_buyer,online,250k_500k,purchase,midwest,180.1
case_0441,Property Appraisal,2025-01-13 09:00:00-05:00,Tom Fletcher,complete,repeat_buyer,online,250k_500k,purchase,midwest,154.03
case_0441,Conditional Approval,2025-01-16 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,midwest,0.0
case_0441,Clear to Close,2025-01-16 13:18:05.850741-05:00,Daniel Osei,complete,repeat_buyer,online,250k_500k,purchase,midwest,173.74
case_0441,Loan Funded,2025-01-21 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,midwest,0.0
case_0442,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,south,0.0
case_0442,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,south,0.0
case_0442,Document Collection,2025-01-06 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,broker,250k_500k,refinance,south,51.02
case_0442,Initial Review,2025-01-10 09:00:00-05:00,Marcus Bell,complete,first_time_buyer,broker,250k_500k,refinance,south,115.26
case_0442,Underwriting,2025-01-13 09:00:00-05:00,Daniel Osei,complete,first_time_buyer,broker,250k_500k,refinance,south,101.14
case_0442,Request Additional Documents,2025-01-17 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,south,0.0
case_0442,Documents Received,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,south,0.0
case_0442,Underwriting,2025-02-03 09:00:00-05:00,Hiroshi Tanaka,complete,first_time_buyer,broker,250k_500k,refinance,south,127.53
case_0442,Declined,2025-02-11 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,south,0.0
case_0443,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,northeast,0.0
case_0443,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,northeast,0.0
case_0443,Document Collection,2025-01-06 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,broker,250k_500k,refinance,northeast,70.79
case_0443,Initial Review,2025-01-08 09:00:00-05:00,Priya Nair,complete,first_time_buyer,broker,250k_500k,refinance,northeast,90.83
case_0443,Underwriting,2025-01-10 09:00:00-05:00,Hiroshi Tanaka,complete,first_time_buyer,broker,250k_500k,refinance,northeast,141.25
case_0443,Property Appraisal,2025-01-16 09:00:00-05:00,Aisha Khan,complete,first_time_buyer,broker,250k_500k,refinance,northeast,103.41
case_0443,Conditional Approval,2025-01-22 12:45:37.630525-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,northeast,0.0
case_0443,Clear to Close,2025-01-22 15:17:33.054270-05:00,Rachel Greene,complete,first_time_buyer,broker,250k_500k,refinance,northeast,168.61
case_0443,Loan Funded,2025-01-24 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,northeast,0.0
case_0444,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,broker,under_250k,purchase,midwest,0.0
case_0444,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,broker,under_250k,purchase,midwest,0.0
case_0444,Document Collection,2025-01-03 12:03:17.071104-05:00,Priya Nair,complete,repeat_buyer,broker,under_250k,purchase,midwest,101.42
case_0444,Initial Review,2025-01-06 09:00:00-05:00,Marcus Bell,complete,repeat_buyer,broker,under_250k,purchase,midwest,73.73
case_0444,Underwriting,2025-01-07 14:24:02.261829-05:00,Rachel Greene,complete,repeat_buyer,broker,under_250k,purchase,midwest,112.07
case_0444,Declined,2025-01-15 10:44:11.222470-05:00,,complete,repeat_buyer,broker,under_250k,purchase,midwest,0.0
case_0445,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,purchase,northeast,0.0
case_0445,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,purchase,northeast,0.0
case_0445,Document Collection,2025-01-06 09:00:00-05:00,Priya Nair,complete,first_time_buyer,branch,500k_750k,purchase,northeast,143.35
case_0445,Initial Review,2025-01-08 12:40:02.497620-05:00,Sofia Romano,complete,first_time_buyer,branch,500k_750k,purchase,northeast,98.99
case_0445,Underwriting,2025-01-13 09:00:00-05:00,Rachel Greene,complete,first_time_buyer,branch,500k_750k,purchase,northeast,136.09
case_0445,Property Appraisal,2025-01-21 15:37:03.166034-05:00,Tom Fletcher,complete,first_time_buyer,branch,500k_750k,purchase,northeast,183.65
case_0445,Conditional Approval,2025-01-27 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,purchase,northeast,0.0
case_0445,Clear to Close,2025-01-27 15:51:53.932187-05:00,Lena Kowalski,complete,first_time_buyer,branch,500k_750k,purchase,northeast,123.13
case_0445,Loan Funded,2025-01-29 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,purchase,northeast,0.0
case_0446,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,branch,250k_500k,purchase,west,0.0
case_0446,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,branch,250k_500k,purchase,west,0.0
case_0446,Document Collection,2025-01-03 12:18:38.036089-05:00,Sofia Romano,complete,repeat_buyer,branch,250k_500k,purchase,west,93.31
case_0446,Initial Review,2025-01-07 09:00:00-05:00,Marcus Bell,complete,repeat_buyer,branch,250k_500k,purchase,west,131.81
case_0446,Underwriting,2025-01-09 13:10:12.779724-05:00,Rachel Greene,complete,repeat_buyer,branch,250k_500k,purchase,west,56.38
case_0446,Request Additional Documents,2025-01-17 09:00:00-05:00,,complete,repeat_buyer,branch,250k_500k,purchase,west,0.0
case_0446,Documents Received,2025-01-21 09:00:00-05:00,,complete,repeat_buyer,branch,250k_500k,purchase,west,0.0
case_0446,Underwriting,2025-01-27 09:00:00-05:00,Rachel Greene,complete,repeat_buyer,branch,250k_500k,purchase,west,92.99
case_0446,Declined,2025-02-03 09:00:00-05:00,,complete,repeat_buyer,branch,250k_500k,purchase,west,0.0
case_0447,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,purchase,west,0.0
case_0447,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,purchase,west,0.0
case_0447,Document Collection,2025-01-03 15:03:49.652386-05:00,Sofia Romano,complete,first_time_buyer,online,under_250k,purchase,west,125.14
case_0447,Initial Review,2025-01-06 09:00:00-05:00,Priya Nair,complete,first_time_buyer,online,under_250k,purchase,west,150.84
case_0447,Underwriting,2025-01-07 09:00:00-05:00,Hiroshi Tanaka,complete,first_time_buyer,online,under_250k,purchase,west,146.41
case_0447,Request Additional Documents,2025-01-13 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,purchase,west,0.0
case_0447,Documents Received,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,purchase,west,0.0
case_0447,Underwriting,2025-02-03 15:09:15.251857-05:00,Hiroshi Tanaka,complete,first_time_buyer,online,under_250k,purchase,west,118.6
case_0447,Property Appraisal,2025-02-10 09:00:00-05:00,Aisha Khan,complete,first_time_buyer,online,under_250k,purchase,west,109.1
case_0447,Conditional Approval,2025-02-18 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,purchase,west,0.0
case_0447,Clear to Close,2025-02-18 15:40:43.732339-05:00,Daniel Osei,complete,first_time_buyer,online,under_250k,purchase,west,122.93
case_0447,Loan Funded,2025-02-19 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,purchase,west,0.0
case_0448,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,northeast,0.0
case_0448,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,northeast,0.0
case_0448,Document Collection,2025-01-03 13:09:13.833303-05:00,Sofia Romano,complete,repeat_buyer,online,250k_500k,purchase,northeast,87.57
case_0448,Initial Review,2025-01-07 09:00:00-05:00,Sofia Romano,complete,repeat_buyer,online,250k_500k,purchase,northeast,106.4
case_0448,Underwriting,2025-01-09 09:00:00-05:00,Lena Kowalski,complete,repeat_buyer,online,250k_500k,purchase,northeast,44.69
case_0448,Property Appraisal,2025-01-13 09:00:00-05:00,Tom Fletcher,complete,repeat_buyer,online,250k_500k,purchase,northeast,104.0
case_0448,Declined,2025-01-14 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,northeast,0.0
case_0449,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,online,250k_500k,purchase,south,0.0
case_0449,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,online,250k_500k,purchase,south,0.0
case_0449,Declined,2025-01-03 12:19:55.699363-05:00,,complete,first_time_buyer,online,250k_500k,purchase,south,0.0
case_0450,Application Submitted,2025-01-02 09:00:00-05:00,,complete,investor,broker,under_250k,cash_out_refinance,midwest,0.0
case_0450,Credit Check,2025-01-03 09:00:00-05:00,,complete,investor,broker,under_250k,cash_out_refinance,midwest,0.0
case_0450,Document Collection,2025-01-03 11:46:53.372959-05:00,Marcus Bell,complete,investor,broker,under_250k,cash_out_refinance,midwest,75.95
case_0450,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,investor,broker,under_250k,cash_out_refinance,midwest,161.41
case_0450,Underwriting,2025-01-09 09:00:00-05:00,Daniel Osei,complete,investor,broker,under_250k,cash_out_refinance,midwest,110.47
case_0450,Declined,2025-01-13 09:00:00-05:00,,complete,investor,broker,under_250k,cash_out_refinance,midwest,0.0
case_0451,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,refinance,northeast,0.0
case_0451,Credit Check,2025-01-02 15:52:49.483068-05:00,,complete,first_time_buyer,branch,500k_750k,refinance,northeast,0.0
case_0451,Document Collection,2025-01-03 09:00:00-05:00,Priya Nair,complete,first_time_buyer,branch,500k_750k,refinance,northeast,54.87
case_0451,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,branch,500k_750k,refinance,northeast,61.75
case_0451,Underwriting,2025-01-08 11:46:17.412162-05:00,Daniel Osei,complete,first_time_buyer,branch,500k_750k,refinance,northeast,63.7
case_0451,Property Appraisal,2025-01-14 09:43:07.858020-05:00,Tom Fletcher,complete,first_time_buyer,branch,500k_750k,refinance,northeast,141.15
case_0451,Conditional Approval,2025-01-16 11:55:53.613259-05:00,,complete,first_time_buyer,branch,500k_750k,refinance,northeast,0.0
case_0451,Clear to Close,2025-01-17 09:00:00-05:00,Rachel Greene,complete,first_time_buyer,branch,500k_750k,refinance,northeast,159.1
case_0451,Loan Funded,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,refinance,northeast,0.0
case_0452,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,refinance,west,0.0
case_0452,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,refinance,west,0.0
case_0452,Document Collection,2025-01-03 10:59:23.235239-05:00,Marcus Bell,complete,first_time_buyer,branch,500k_750k,refinance,west,152.58
case_0452,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,branch,500k_750k,refinance,west,98.56
case_0452,Underwriting,2025-01-07 15:14:52.888180-05:00,Hiroshi Tanaka,complete,first_time_buyer,branch,500k_750k,refinance,west,127.3
case_0452,Property Appraisal,2025-01-13 09:00:00-05:00,Aisha Khan,complete,first_time_buyer,branch,500k_750k,refinance,west,120.98
case_0452,Conditional Approval,2025-01-16 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,refinance,west,0.0
case_0452,Clear to Close,2025-01-16 16:05:29.775131-05:00,Hiroshi Tanaka,complete,first_time_buyer,branch,500k_750k,refinance,west,164.52
case_0452,Loan Funded,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,refinance,west,0.0
case_0453,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,south,0.0
case_0453,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,south,0.0
case_0453,Document Collection,2025-01-03 14:41:05.972321-05:00,Priya Nair,complete,repeat_buyer,online,250k_500k,purchase,south,139.92
case_0453,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,repeat_buyer,online,250k_500k,purchase,south,123.76
case_0453,Underwriting,2025-01-08 09:00:00-05:00,Lena Kowalski,complete,repeat_buyer,online,250k_500k,purchase,south,91.55
case_0453,Request Additional Documents,2025-01-13 09:08:52.111260-05:00,,complete,repeat_buyer,online,250k_500k,purchase,south,0.0
case_0453,Documents Received,2025-01-15 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,south,0.0
case_0453,Underwriting,2025-01-24 09:00:00-05:00,Hiroshi Tanaka,complete,repeat_buyer,online,250k_500k,purchase,south,131.37
case_0453,Declined,2025-01-29 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,south,0.0
case_0454,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,refinance,northeast,0.0
case_0454,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,refinance,northeast,0.0
case_0454,Document Collection,2025-01-03 16:28:25.165762-05:00,Priya Nair,complete,repeat_buyer,online,250k_500k,refinance,northeast,119.88
case_0454,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,repeat_buyer,online,250k_500k,refinance,northeast,127.97
case_0454,Underwriting,2025-01-08 09:00:00-05:00,Lena Kowalski,complete,repeat_buyer,online,250k_500k,refinance,northeast,98.45
case_0454,Declined,2025-01-10 12:16:32.914520-05:00,,complete,repeat_buyer,online,250k_500k,refinance,northeast,0.0
case_0455,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,midwest,0.0
case_0455,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,midwest,0.0
case_0455,Document Collection,2025-01-06 09:00:00-05:00,Marcus Bell,complete,repeat_buyer,online,250k_500k,purchase,midwest,96.74
case_0455,Initial Review,2025-01-09 09:00:00-05:00,Sofia Romano,complete,repeat_buyer,online,250k_500k,purchase,midwest,136.94
case_0455,Underwriting,2025-01-13 09:00:00-05:00,Hiroshi Tanaka,complete,repeat_buyer,online,250k_500k,purchase,midwest,170.68
case_0455,Property Appraisal,2025-01-17 09:00:00-05:00,Tom Fletcher,complete,repeat_buyer,online,250k_500k,purchase,midwest,126.91
case_0455,Conditional Approval,2025-01-21 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,midwest,0.0
case_0455,Clear to Close,2025-01-21 11:37:59.131816-05:00,Rachel Greene,complete,repeat_buyer,online,250k_500k,purchase,midwest,152.14
case_0455,Loan Funded,2025-01-23 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,midwest,0.0
case_0456,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,broker,over_750k,cash_out_refinance,south,0.0
case_0456,Credit Check,2025-01-02 11:19:21.109868-05:00,,complete,repeat_buyer,broker,over_750k,cash_out_refinance,south,0.0
case_0456,Document Collection,2025-01-03 09:00:00-05:00,Marcus Bell,complete,repeat_buyer,broker,over_750k,cash_out_refinance,south,178.62
case_0456,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,repeat_buyer,broker,over_750k,cash_out_refinance,south,115.59
case_0456,Underwriting,2025-01-08 15:36:30.042792-05:00,Daniel Osei,complete,repeat_buyer,broker,over_750k,cash_out_refinance,south,152.23
case_0456,Request Additional Documents,2025-01-10 09:00:00-05:00,,complete,repeat_buyer,broker,over_750k,cash_out_refinance,south,0.0
case_0456,Withdrawn,2025-01-13 09:00:00-05:00,,complete,repeat_buyer,broker,over_750k,cash_out_refinance,south,0.0
case_0457,Application Submitted,2025-01-02 09:00:00-05:00,,complete,investor,broker,under_250k,refinance,northeast,0.0
case_0457,Credit Check,2025-01-03 09:00:00-05:00,,complete,investor,broker,under_250k,refinance,northeast,0.0
case_0457,Document Collection,2025-01-06 09:00:00-05:00,Marcus Bell,complete,investor,broker,under_250k,refinance,northeast,169.64
case_0457,Initial Review,2025-01-08 09:00:00-05:00,Sofia Romano,complete,investor,broker,under_250k,refinance,northeast,114.07
case_0457,Underwriting,2025-01-13 09:00:00-05:00,Rachel Greene,complete,investor,broker,under_250k,refinance,northeast,70.68
case_0457,Declined,2025-01-24 09:07:03.271770-05:00,,complete,investor,broker,under_250k,refinance,northeast,0.0
case_0458,Application Submitted,2025-01-02 09:00:00-05:00,,complete,investor,online,under_250k,refinance,south,0.0
case_0458,Credit Check,2025-01-03 09:00:00-05:00,,complete,investor,online,under_250k,refinance,south,0.0
case_0458,Document Collection,2025-01-03 15:38:40.555484-05:00,Marcus Bell,complete,investor,online,under_250k,refinance,south,75.74
case_0458,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,investor,online,under_250k,refinance,south,137.41
case_0458,Underwriting,2025-01-08 09:00:00-05:00,Rachel Greene,complete,investor,online,under_250k,refinance,south,183.97
case_0458,Property Appraisal,2025-01-21 09:00:00-05:00,Aisha Khan,complete,investor,online,under_250k,refinance,south,162.71
case_0458,Conditional Approval,2025-01-23 09:00:00-05:00,,complete,investor,online,under_250k,refinance,south,0.0
case_0458,Clear to Close,2025-01-23 11:06:17.340690-05:00,Hiroshi Tanaka,complete,investor,online,under_250k,refinance,south,60.3
case_0458,Loan Funded,2025-01-27 09:00:00-05:00,,complete,investor,online,under_250k,refinance,south,0.0
case_0459,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,over_750k,refinance,midwest,0.0
case_0459,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,online,over_750k,refinance,midwest,0.0
case_0459,Document Collection,2025-01-03 10:28:28.133871-05:00,Sofia Romano,complete,repeat_buyer,online,over_750k,refinance,midwest,81.89
case_0459,Initial Review,2025-01-06 09:00:00-05:00,Marcus Bell,complete,repeat_buyer,online,over_750k,refinance,midwest,112.67
case_0459,Underwriting,2025-01-09 09:00:00-05:00,Rachel Greene,complete,repeat_buyer,online,over_750k,refinance,midwest,129.5
case_0459,Property Appraisal,2025-01-21 09:00:00-05:00,Tom Fletcher,complete,repeat_buyer,online,over_750k,refinance,midwest,106.34
case_0459,Conditional Approval,2025-01-27 09:00:00-05:00,,complete,repeat_buyer,online,over_750k,refinance,midwest,0.0
case_0459,Clear to Close,2025-01-27 14:36:37.505192-05:00,Daniel Osei,complete,repeat_buyer,online,over_750k,refinance,midwest,133.25
case_0459,Loan Funded,2025-01-29 09:00:00-05:00,,complete,repeat_buyer,online,over_750k,refinance,midwest,0.0
case_0460,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,purchase,west,0.0
case_0460,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,purchase,west,0.0
case_0460,Document Collection,2025-01-03 14:59:01.166755-05:00,Priya Nair,complete,first_time_buyer,broker,250k_500k,purchase,west,171.18
case_0460,Initial Review,2025-01-06 09:00:00-05:00,Marcus Bell,complete,first_time_buyer,broker,250k_500k,purchase,west,123.74
case_0460,Underwriting,2025-01-09 09:00:00-05:00,Hiroshi Tanaka,complete,first_time_buyer,broker,250k_500k,purchase,west,153.41
case_0460,Property Appraisal,2025-01-15 09:00:00-05:00,Aisha Khan,complete,first_time_buyer,broker,250k_500k,purchase,west,153.44
case_0460,Conditional Approval,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,purchase,west,0.0
case_0460,Clear to Close,2025-01-21 16:09:44.423761-05:00,Rachel Greene,complete,first_time_buyer,broker,250k_500k,purchase,west,20.0
case_0460,Loan Funded,2025-01-27 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,purchase,west,0.0
case_0461,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,under_250k,purchase,midwest,0.0
case_0461,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,online,under_250k,purchase,midwest,0.0
case_0461,Document Collection,2025-01-06 09:00:00-05:00,Sofia Romano,complete,repeat_buyer,online,under_250k,purchase,midwest,135.68
case_0461,Initial Review,2025-01-10 09:00:00-05:00,Sofia Romano,complete,repeat_buyer,online,under_250k,purchase,midwest,115.8
case_0461,Underwriting,2025-01-13 09:00:00-05:00,Rachel Greene,complete,repeat_buyer,online,under_250k,purchase,midwest,101.35
case_0461,Property Appraisal,2025-01-22 09:37:08.612529-05:00,Aisha Khan,complete,repeat_buyer,online,under_250k,purchase,midwest,149.82
case_0461,Conditional Approval,2025-01-29 16:44:27.988625-05:00,,complete,repeat_buyer,online,under_250k,purchase,midwest,0.0
case_0461,Clear to Close,2025-01-30 09:00:00-05:00,Rachel Greene,complete,repeat_buyer,online,under_250k,purchase,midwest,140.1
case_0461,Loan Funded,2025-01-31 09:36:09.483993-05:00,,complete,repeat_buyer,online,under_250k,purchase,midwest,0.0
case_0462,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,purchase,south,0.0
case_0462,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,purchase,south,0.0
case_0462,Document Collection,2025-01-06 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,online,under_250k,purchase,south,118.93
